id,location,date,avg_volume,status
2847,Airport Road,2025-08-07,473.0,High
2848,Airport Road,2023-01-27,450.25,High
2849,Highway 101,2023-01-01,414.862,High
2850,Main St,2023-01-21,398.188,High
2851,Downtown,2023-05-30,293.667,Normal
2852,Downtown,2023-05-14,108.0,Normal
2853,Airport Road,2023-09-11,585.0,High
2854,Downtown,2025-12-27,84.0,Normal
2855,Downtown,2025-03-28,51.0,Normal
2856,Highway 101,2023-01-14,569.556,High
2857,Main St,2023-06-08,363.5,High
2858,Airport Road,2023-02-07,151.0,Normal
2859,Main St,2025-11-09,129.0,Normal
2860,Highway 101,2025-06-17,430.0,High
2861,Bridge,2023-01-20,400.222,High
2862,Main St,2023-02-16,549.0,High
2863,Downtown,2023-03-28,360.0,High
2864,Highway 101,2025-12-19,440.0,High
2865,Bridge,2025-02-09,255.0,Normal
2866,Bridge,2025-11-18,372.0,High
2867,Main St,2025-03-10,383.0,High
2868,Main St,2023-01-16,442.417,High
2869,Airport Road,2023-01-24,480.167,High
2870,Main St,2023-03-06,429.667,High
2871,Bridge,2023-12-27,371.0,High
2872,Airport Road,2023-08-29,354.0,High
2873,Bridge,2023-08-16,134.0,Normal
2874,Downtown,2025-09-18,698.0,High
2875,Airport Road,2025-06-25,571.0,High
2876,Airport Road,2025-08-10,531.0,High
2877,Bridge,2025-01-15,166.0,Normal
2878,Downtown,2023-01-30,477.375,High
2879,Bridge,2023-07-29,108.0,Normal
2880,Highway 101,2025-07-28,782.0,High
2881,Highway 101,2025-09-09,227.5,Normal
2882,Main St,2023-01-06,449.0,High
2883,Main St,2023-01-04,479.222,High
2884,Airport Road,2023-04-19,504.0,High
2885,Downtown,2023-02-18,667.0,High
2886,Bridge,2025-01-18,516.0,High
2887,Bridge,2023-01-19,407.273,High
2888,Downtown,2023-01-19,400.2,High
2889,Highway 101,2023-04-20,245.0,Normal
2890,Bridge,2023-05-28,438.0,High
2891,Highway 101,2023-06-25,464.0,High
2892,Bridge,2023-08-29,223.0,Normal
2893,Main St,2023-07-05,215.0,Normal
2894,Main St,2025-12-14,504.0,High
2895,Bridge,2023-01-10,394.5,High
2896,Main St,2023-01-28,468.5,High
2897,Downtown,2023-04-12,451.0,High
2898,Bridge,2025-05-02,388.0,High
2899,Main St,2025-01-14,89.0,Normal
2900,Bridge,2025-11-03,229.0,Normal
2901,Airport Road,2023-03-31,93.0,Normal
2902,Main St,2023-06-23,357.0,High
2903,Bridge,2023-05-17,715.667,High
2904,Highway 101,2023-02-22,478.5,High
2905,Highway 101,2023-02-24,613.0,High
2906,Bridge,2023-07-30,670.0,High
2907,Airport Road,2025-01-31,201.0,Normal
2908,Downtown,2025-09-21,436.0,High
2909,Highway 101,2023-03-15,650.0,High
2910,Bridge,2023-02-25,236.0,Normal
2911,Airport Road,2025-08-21,474.0,High
2912,Main St,2025-10-01,677.0,High
2913,Airport Road,2025-08-14,394.0,High
2914,Main St,2025-11-11,127.0,Normal
2915,Downtown,2023-03-30,343.5,High
2916,Bridge,2023-04-14,601.0,High
2917,Main St,2023-04-23,220.0,Normal
2918,Highway 101,2023-05-16,177.0,Normal
2919,Bridge,2023-10-01,783.0,High
2920,Main St,2023-08-09,452.0,High
2921,Airport Road,2025-04-04,58.0,Normal
2922,Downtown,2023-02-15,346.0,High
2923,Downtown,2023-05-11,569.0,High
2924,Main St,2023-12-13,547.0,High
2925,Main St,2025-01-30,728.0,High
2926,Airport Road,2025-06-05,268.0,Normal
2927,Highway 101,2023-11-13,747.0,High
2928,Bridge,2023-03-24,797.0,High
2929,Highway 101,2023-03-28,472.0,High
2930,Airport Road,2023-03-25,425.0,High
2931,Bridge,2025-05-04,766.0,High
2932,Bridge,2025-12-09,445.0,High
2933,Airport Road,2023-05-13,303.0,High
2934,Bridge,2023-07-24,494.0,High
2935,Highway 101,2025-06-26,582.0,High
2936,Downtown,2025-04-19,575.0,High
2937,Downtown,2025-02-21,547.0,High
2938,Airport Road,2025-10-16,497.5,High
2939,Downtown,2025-04-14,384.5,High
2940,Downtown,2023-03-20,342.0,High
2941,Airport Road,2023-03-07,465.0,High
2942,Bridge,2023-11-09,783.0,High
2943,Bridge,2025-06-24,309.0,High
2944,Highway 101,2025-10-09,277.0,Normal
2945,Downtown,2025-04-20,682.0,High
2946,Airport Road,2023-01-13,305.286,High
2947,Main St,2023-02-25,310.25,High
2948,Airport Road,2023-05-09,61.0,Normal
2949,Highway 101,2023-04-17,435.5,High
2950,Airport Road,2023-02-17,280.0,Normal
2951,Highway 101,2023-08-02,476.0,High
2952,Airport Road,2023-12-21,496.0,High
2953,Airport Road,2025-07-30,382.0,High
2954,Main St,2025-11-20,481.0,High
2955,Highway 101,2025-04-02,321.5,High
2956,Bridge,2025-11-05,139.0,Normal
2957,Highway 101,2023-01-28,472.3,High
2958,Bridge,2023-03-21,641.5,High
2959,Highway 101,2023-03-17,487.0,High
2960,Bridge,2025-06-22,140.0,Normal
2961,Airport Road,2025-06-02,435.0,High
2962,Downtown,2023-01-16,315.143,High
2963,Main St,2023-02-28,172.0,Normal
2964,Bridge,2023-05-15,75.0,Normal
2965,Highway 101,2023-10-31,341.0,High
2966,Main St,2025-09-02,293.0,Normal
2967,Airport Road,2023-01-10,487.286,High
2968,Downtown,2023-06-21,754.5,High
2969,Downtown,2023-07-07,425.0,High
2970,Main St,2025-01-02,530.0,High
2971,Main St,2025-12-27,677.0,High
2972,Main St,2023-01-22,471.091,High
2973,Highway 101,2023-05-10,255.667,Normal
2974,Highway 101,2023-06-10,160.0,Normal
2975,Airport Road,2023-05-04,232.5,Normal
2976,Downtown,2023-10-05,351.0,High
2977,Main St,2023-08-03,363.0,High
2978,Bridge,2023-08-31,303.0,High
2979,Bridge,2025-06-02,162.0,Normal
2980,Airport Road,2023-03-28,163.0,Normal
2981,Bridge,2023-03-30,547.0,High
2982,Bridge,2023-03-26,220.0,Normal
2983,Airport Road,2023-02-28,401.0,High
2984,Bridge,2023-09-19,302.0,High
2985,Highway 101,2025-06-28,395.0,High
2986,Downtown,2025-09-25,437.0,High
2987,Bridge,2025-08-30,154.0,Normal
2988,Downtown,2025-02-16,190.0,Normal
2989,Downtown,2023-01-09,586.143,High
2990,Airport Road,2023-05-24,444.333,High
2991,Highway 101,2023-02-05,559.0,High
2992,Airport Road,2023-05-15,272.0,Normal
2993,Bridge,2023-03-19,684.0,High
2994,Highway 101,2023-11-29,91.0,Normal
2995,Airport Road,2023-12-20,598.0,High
2996,Airport Road,2025-10-17,172.0,Normal
2997,Downtown,2025-07-03,68.0,Normal
2998,Main St,2023-04-09,670.0,High
2999,Main St,2023-04-30,619.5,High
3000,Downtown,2023-05-06,256.333,Normal
3001,Downtown,2023-03-22,643.0,High
3002,Bridge,2023-11-13,783.0,High
3003,Highway 101,2025-02-26,342.5,High
3004,Bridge,2023-01-29,492.667,High
3005,Main St,2023-05-30,350.0,High
3006,Downtown,2023-05-24,635.5,High
3007,Main St,2023-05-22,297.0,Normal
3008,Airport Road,2023-11-14,257.0,Normal
3009,Bridge,2025-07-31,781.0,High
3010,Highway 101,2025-05-21,219.0,Normal
3011,Highway 101,2025-08-18,730.0,High
3012,Airport Road,2025-05-30,689.0,High
3013,Main St,2023-01-25,320.5,High
3014,Highway 101,2023-06-30,465.5,High
3015,Downtown,2023-06-09,92.0,Normal
3016,Bridge,2023-07-01,573.5,High
3017,Downtown,2023-10-24,431.0,High
3018,Downtown,2023-11-15,565.0,High
3019,Highway 101,2023-01-16,390.4,High
3020,Bridge,2023-03-17,354.333,High
3021,Highway 101,2023-04-14,693.0,High
3022,Bridge,2023-05-14,170.0,Normal
3023,Downtown,2025-12-31,800.0,High
3024,Downtown,2025-06-05,572.0,High
3025,Airport Road,2023-10-15,245.0,Normal
3026,Bridge,2023-12-16,373.0,High
3027,Main St,2025-08-24,281.0,Normal
3028,Airport Road,2025-07-27,188.0,Normal
3029,Airport Road,2025-04-14,591.0,High
3030,Highway 101,2025-01-04,479.0,High
3031,Downtown,2025-09-30,59.0,Normal
3032,Downtown,2023-04-14,764.0,High
3033,Main St,2023-12-31,437.5,High
3034,Bridge,2023-10-03,208.0,Normal
3035,Bridge,2025-11-26,267.0,Normal
3036,Highway 101,2025-12-21,345.0,High
3037,Highway 101,2025-06-14,168.0,Normal
3038,Bridge,2025-08-18,691.0,High
3039,Airport Road,2023-04-11,405.0,High
3040,Main St,2023-02-05,348.25,High
3041,Highway 101,2023-04-05,608.667,High
3042,Main St,2023-03-27,400.0,High
3043,Highway 101,2023-02-21,326.5,High
3044,Downtown,2023-12-27,439.0,High
3045,Bridge,2025-02-16,155.0,Normal
3046,Downtown,2023-01-03,468.6,High
3047,Bridge,2023-01-17,491.429,High
3048,Main St,2023-06-30,580.0,High
3049,Highway 101,2023-03-06,344.0,High
3050,Airport Road,2023-05-10,210.5,Normal
3051,Downtown,2023-05-02,433.0,High
3052,Airport Road,2023-04-29,511.0,High
3053,Airport Road,2023-08-20,463.0,High
3054,Highway 101,2023-07-05,522.0,High
3055,Main St,2025-04-20,394.0,High
3056,Airport Road,2025-08-17,87.0,Normal
3057,Main St,2025-06-12,284.0,Normal
3058,Downtown,2023-01-18,343.0,High
3059,Highway 101,2023-03-03,445.0,High
3060,Main St,2023-05-28,456.5,High
3061,Highway 101,2023-06-17,768.0,High
3062,Airport Road,2023-10-09,411.0,High
3063,Downtown,2023-10-02,85.0,Normal
3064,Bridge,2023-02-18,352.0,High
3065,Airport Road,2025-02-15,800.0,High
3066,Highway 101,2025-01-25,626.0,High
3067,Main St,2023-04-19,462.5,High
3068,Airport Road,2023-02-10,484.0,High
3069,Downtown,2023-04-05,570.0,High
3070,Airport Road,2023-05-11,235.0,Normal
3071,Main St,2023-05-09,333.5,High
3072,Bridge,2023-09-27,626.0,High
3073,Main St,2023-06-20,179.0,Normal
3074,Highway 101,2025-09-20,702.0,High
3075,Main St,2025-01-28,572.0,High
3076,Main St,2025-07-16,753.0,High
3077,Main St,2023-01-19,462.833,High
3078,Main St,2023-01-11,495.571,High
3079,Downtown,2023-01-08,378.0,High
3080,Bridge,2023-06-04,506.333,High
3081,Airport Road,2025-08-27,65.0,Normal
3082,Downtown,2025-12-23,189.0,Normal
3083,Airport Road,2023-05-27,647.5,High
3084,Bridge,2023-04-09,590.5,High
3085,Airport Road,2023-02-26,319.0,High
3086,Highway 101,2023-04-09,214.5,Normal
3087,Downtown,2023-07-05,451.0,High
3088,Downtown,2023-09-23,338.0,High
3089,Airport Road,2025-01-13,434.0,High
3090,Main St,2025-06-08,108.0,Normal
3091,Highway 101,2025-03-01,459.0,High
3092,Highway 101,2023-04-11,303.0,High
3093,Bridge,2023-02-07,382.667,High
3094,Airport Road,2023-02-04,730.0,High
3095,Bridge,2023-05-19,540.333,High
3096,Main St,2023-06-27,592.0,High
3097,Bridge,2023-08-03,566.0,High
3098,Airport Road,2025-09-01,382.0,High
3099,Highway 101,2023-01-23,380.333,High
3100,Highway 101,2023-05-11,615.333,High
3101,Main St,2023-06-04,786.0,High
3102,Main St,2023-04-08,361.0,High
3103,Downtown,2023-04-26,256.0,Normal
3104,Airport Road,2023-05-16,444.0,High
3105,Airport Road,2023-08-08,181.0,Normal
3106,Airport Road,2023-12-31,673.0,High
3107,Highway 101,2023-07-12,123.0,Normal
3108,Highway 101,2025-03-20,583.5,High
3109,Main St,2025-05-10,472.0,High
3110,Downtown,2025-08-17,225.0,Normal
3111,Highway 101,2025-07-03,214.0,Normal
3112,Main St,2023-01-15,455.0,High
3113,Airport Road,2023-01-12,436.818,High
3114,Downtown,2023-03-19,379.0,High
3115,Bridge,2023-02-06,323.333,High
3116,Downtown,2023-10-01,87.0,Normal
3117,Highway 101,2025-11-22,624.0,High
3118,Highway 101,2025-07-16,683.0,High
3119,Downtown,2025-02-18,215.0,Normal
3120,Highway 101,2023-01-08,507.143,High
3121,Airport Road,2023-02-01,139.0,Normal
3122,Bridge,2023-11-01,757.0,High
3123,Highway 101,2023-10-20,202.0,Normal
3124,Downtown,2025-01-11,475.0,High
3125,Downtown,2025-06-28,221.0,Normal
3126,Downtown,2023-04-15,316.0,High
3127,Airport Road,2023-07-20,589.5,High
3128,Airport Road,2023-04-01,236.0,Normal
3129,Highway 101,2025-08-17,216.0,Normal
3130,Airport Road,2025-08-28,433.0,High
3131,Downtown,2025-04-25,163.5,Normal
3132,Main St,2023-01-13,437.818,High
3133,Bridge,2023-05-08,459.5,High
3134,Downtown,2023-05-26,454.0,High
3135,Airport Road,2023-05-20,380.0,High
3136,Airport Road,2023-07-19,797.0,High
3137,Downtown,2025-03-21,161.0,Normal
3138,Downtown,2023-01-29,468.538,High
3139,Main St,2023-05-25,685.0,High
3140,Downtown,2023-01-31,366.5,High
3141,Downtown,2023-04-01,429.0,High
3142,Airport Road,2023-10-11,343.0,High
3143,Downtown,2023-02-28,198.0,Normal
3144,Downtown,2025-04-15,222.0,Normal
3145,Downtown,2025-01-26,484.0,High
3146,Highway 101,2025-09-26,731.0,High
3147,Airport Road,2023-03-14,519.5,High
3148,Bridge,2023-03-16,329.333,High
3149,Highway 101,2025-01-30,171.0,Normal
3150,Highway 101,2025-08-11,582.0,High
3151,Downtown,2023-01-26,428.667,High
3152,Main St,2023-04-01,333.0,High
3153,Main St,2023-06-13,351.0,High
3154,Main St,2023-07-21,470.0,High
3155,Bridge,2025-01-25,646.0,High
3156,Main St,2025-08-10,750.0,High
3157,Downtown,2023-03-29,433.75,High
3158,Main St,2023-02-22,436.75,High
3159,Downtown,2023-08-20,516.0,High
3160,Airport Road,2023-04-12,558.0,High
3161,Downtown,2023-08-07,412.0,High
3162,Downtown,2025-11-27,231.0,Normal
3163,Airport Road,2025-09-21,668.0,High
3164,Bridge,2025-06-21,550.0,High
3165,Downtown,2025-08-11,51.0,Normal
3166,Bridge,2025-09-03,318.0,High
3167,Bridge,2023-01-11,471.417,High
3168,Bridge,2023-01-28,381.8,High
3169,Downtown,2023-01-20,225.0,Normal
3170,Main St,2023-03-25,772.0,High
3171,Airport Road,2023-04-21,340.0,High
3172,Airport Road,2023-06-22,449.0,High
3173,Downtown,2023-02-02,668.0,High
3174,Airport Road,2023-05-12,701.333,High
3175,Highway 101,2023-03-12,415.5,High
3176,Airport Road,2023-04-23,354.5,High
3177,Highway 101,2023-12-05,314.0,High
3178,Downtown,2023-10-08,623.0,High
3179,Highway 101,2025-07-08,732.0,High
3180,Airport Road,2025-07-09,422.5,High
3181,Highway 101,2025-12-26,550.0,High
3182,Downtown,2025-09-05,171.0,Normal
3183,Airport Road,2023-01-08,234.857,Normal
3184,Main St,2023-06-10,124.0,Normal
3185,Main St,2023-02-20,376.833,High
3186,Main St,2023-03-08,125.0,Normal
3187,Downtown,2023-08-21,174.0,Normal
3188,Highway 101,2025-02-28,580.5,High
3189,Bridge,2023-01-31,186.0,Normal
3190,Highway 101,2023-03-14,70.0,Normal
3191,Bridge,2023-04-18,678.667,High
3192,Airport Road,2023-06-01,470.667,High
3193,Highway 101,2023-02-20,202.0,Normal
3194,Airport Road,2023-11-13,202.0,Normal
3195,Airport Road,2023-12-22,312.0,High
3196,Airport Road,2023-01-29,425.0,High
3197,Bridge,2023-01-16,394.0,High
3198,Airport Road,2023-01-28,398.4,High
3199,Airport Road,2023-02-12,477.0,High
3200,Airport Road,2023-04-06,414.0,High
3201,Bridge,2023-11-11,199.0,Normal
3202,Main St,2025-02-17,429.0,High
3203,Downtown,2025-10-04,385.0,High
3204,Main St,2025-03-20,799.0,High
3205,Highway 101,2023-03-07,300.0,Normal
3206,Bridge,2023-06-29,726.0,High
3207,Airport Road,2023-11-15,530.0,High
3208,Airport Road,2023-05-17,91.0,Normal
3209,Downtown,2025-03-17,349.0,High
3210,Bridge,2025-04-16,386.667,High
3211,Bridge,2025-02-20,233.0,Normal
3212,Bridge,2025-11-08,776.0,High
3213,Airport Road,2023-01-04,502.0,High
3214,Bridge,2023-05-23,229.0,Normal
3215,Downtown,2023-06-07,285.5,Normal
3216,Main St,2023-04-13,324.0,High
3217,Airport Road,2023-11-01,566.0,High
3218,Highway 101,2023-08-19,789.0,High
3219,Bridge,2025-05-28,750.0,High
3220,Highway 101,2025-05-09,255.0,Normal
3221,Highway 101,2025-08-01,670.0,High
3222,Downtown,2025-03-20,310.0,High
3223,Airport Road,2023-01-20,390.889,High
3224,Highway 101,2023-01-05,285.25,Normal
3225,Highway 101,2023-03-02,290.0,Normal
3226,Bridge,2023-02-01,109.0,Normal
3227,Airport Road,2023-02-03,366.0,High
3228,Bridge,2023-06-08,314.5,High
3229,Bridge,2023-12-04,102.0,Normal
3230,Airport Road,2025-03-19,404.0,High
3231,Bridge,2023-04-23,377.5,High
3232,Highway 101,2023-05-25,275.0,Normal
3233,Main St,2023-12-28,713.0,High
3234,Airport Road,2023-10-25,474.0,High
3235,Downtown,2023-11-20,506.0,High
3236,Downtown,2023-09-12,254.0,Normal
3237,Main St,2023-10-17,273.0,Normal
3238,Bridge,2023-03-29,280.0,Normal
3239,Downtown,2025-01-20,294.0,Normal
3240,Main St,2023-01-03,353.8,High
3241,Downtown,2023-01-14,383.429,High
3242,Main St,2023-06-14,492.75,High
3243,Highway 101,2023-06-07,561.5,High
3244,Downtown,2023-07-22,761.0,High
3245,Downtown,2023-05-18,294.0,Normal
3246,Main St,2023-11-11,295.0,Normal
3247,Downtown,2025-10-25,619.0,High
3248,Airport Road,2025-03-01,733.0,High
3249,Downtown,2023-06-30,242.5,Normal
3250,Main St,2023-02-04,262.6,Normal
3251,Airport Road,2023-06-20,382.0,High
3252,Airport Road,2023-12-07,445.0,High
3253,Airport Road,2023-04-09,239.0,Normal
3254,Downtown,2025-09-11,126.0,Normal
3255,Main St,2025-12-29,735.0,High
3256,Airport Road,2025-09-24,473.0,High
3257,Airport Road,2025-06-14,715.0,High
3258,Airport Road,2025-04-11,406.0,High
3259,Main St,2025-06-22,529.0,High
3260,Main St,2025-12-30,423.0,High
3261,Main St,2025-03-31,217.0,Normal
3262,Airport Road,2023-01-14,360.429,High
3263,Bridge,2023-06-06,686.667,High
3264,Highway 101,2023-05-22,790.0,High
3265,Downtown,2023-02-14,309.0,High
3266,Main St,2023-11-19,126.0,Normal
3267,Bridge,2023-12-06,395.0,High
3268,Bridge,2025-01-09,119.0,Normal
3269,Highway 101,2023-01-12,407.444,High
3270,Downtown,2023-01-17,592.5,High
3271,Bridge,2023-06-07,499.0,High
3272,Main St,2023-06-02,601.0,High
3273,Downtown,2023-06-03,572.5,High
3274,Downtown,2023-07-16,153.0,Normal
3275,Downtown,2023-05-29,185.0,Normal
3276,Airport Road,2023-12-06,206.0,Normal
3277,Bridge,2025-08-16,402.0,High
3278,Main St,2025-06-19,476.0,High
3279,Highway 101,2025-09-10,793.0,High
3280,Main St,2023-01-07,79.0,Normal
3281,Bridge,2023-04-22,441.5,High
3282,Downtown,2023-06-14,218.5,Normal
3283,Highway 101,2023-03-04,474.5,High
3284,Highway 101,2023-04-06,391.2,High
3285,Airport Road,2023-03-03,113.0,Normal
3286,Downtown,2023-03-06,645.0,High
3287,Main St,2023-10-07,271.0,Normal
3288,Main St,2025-12-05,431.0,High
3289,Highway 101,2025-03-31,322.0,High
3290,Bridge,2023-01-05,384.9,High
3291,Airport Road,2023-04-04,500.5,High
3292,Bridge,2023-06-19,313.5,High
3293,Downtown,2023-05-31,627.0,High
3294,Highway 101,2023-03-01,461.0,High
3295,Main St,2023-02-02,268.0,Normal
3296,Highway 101,2023-08-31,236.0,Normal
3297,Downtown,2025-02-08,405.0,High
3298,Main St,2025-07-08,469.0,High
3299,Highway 101,2023-01-03,460.857,High
3300,Bridge,2023-01-26,533.625,High
3301,Airport Road,2023-03-01,495.5,High
3302,Airport Road,2023-04-10,493.0,High
3303,Main St,2023-07-12,367.0,High
3304,Highway 101,2025-06-18,276.932,Normal
3305,Highway 101,2023-02-11,415.5,High
3306,Highway 101,2023-05-14,478.2,High
3307,Downtown,2023-06-28,319.5,High
3308,Downtown,2023-08-31,444.0,High
3309,Bridge,2023-10-15,727.0,High
3310,Highway 101,2025-01-07,269.0,Normal
3311,Airport Road,2023-02-21,222.25,Normal
3312,Airport Road,2023-06-06,518.75,High
3313,Highway 101,2023-08-17,355.0,High
3314,Downtown,2025-02-24,391.0,High
3315,Bridge,2025-08-10,682.0,High
3316,Downtown,2025-04-16,698.0,High
3317,Downtown,2023-01-04,339.333,High
3318,Airport Road,2023-03-21,360.333,High
3319,Downtown,2023-02-06,108.0,Normal
3320,Downtown,2025-05-19,792.0,High
3321,Highway 101,2025-06-22,628.0,High
3322,Bridge,2025-12-05,346.0,High
3323,Airport Road,2025-05-29,798.0,High
3324,Airport Road,2023-01-16,348.5,High
3325,Downtown,2023-01-23,465.714,High
3326,Bridge,2023-01-21,385.0,High
3327,Bridge,2023-05-07,376.0,High
3328,Bridge,2023-03-04,744.0,High
3329,Bridge,2023-07-18,172.0,Normal
3330,Downtown,2025-05-23,65.0,Normal
3331,Bridge,2025-05-19,166.0,Normal
3332,Airport Road,2025-07-01,189.0,Normal
3333,Airport Road,2025-06-10,561.0,High
3334,Downtown,2023-04-19,222.0,Normal
3335,Downtown,2023-03-09,500.0,High
3336,Bridge,2023-08-18,410.0,High
3337,Bridge,2023-02-28,530.0,High
3338,Highway 101,2023-03-27,446.0,High
3339,Bridge,2023-06-02,429.5,High
3340,Downtown,2023-03-24,291.0,Normal
3341,Highway 101,2023-05-24,114.0,Normal
3342,Airport Road,2023-11-23,378.0,High
3343,Highway 101,2023-12-03,299.0,Normal
3344,Bridge,2025-03-27,529.0,High
3345,Main St,2025-01-03,107.0,Normal
3346,Highway 101,2025-11-26,414.0,High
3347,Airport Road,2023-05-25,625.5,High
3348,Bridge,2023-03-03,746.0,High
3349,Airport Road,2025-02-03,425.5,High
3350,Airport Road,2025-04-18,534.0,High
3351,Bridge,2025-05-08,398.0,High
3352,Highway 101,2025-11-17,216.0,Normal
3353,Bridge,2025-10-16,197.0,Normal
3354,Downtown,2025-10-30,180.0,Normal
3355,Main St,2023-06-03,703.0,High
3356,Highway 101,2023-02-15,366.0,High
3357,Main St,2023-09-12,250.0,Normal
3358,Bridge,2025-07-19,569.0,High
3359,Bridge,2025-12-17,657.0,High
3360,Airport Road,2025-12-10,305.0,High
3361,Highway 101,2025-06-08,572.0,High
3362,Highway 101,2023-04-29,730.0,High
3363,Highway 101,2023-04-01,196.0,Normal
3364,Bridge,2023-04-21,538.0,High
3365,Airport Road,2023-07-15,764.5,High
3366,Highway 101,2025-01-16,508.0,High
3367,Main St,2025-09-10,269.0,Normal
3368,Bridge,2023-06-03,452.333,High
3369,Airport Road,2023-05-26,454.0,High
3370,Bridge,2023-05-26,165.0,Normal
3371,Main St,2023-03-31,706.0,High
3372,Airport Road,2025-06-24,692.0,High
3373,Bridge,2025-10-24,295.0,Normal
3374,Bridge,2025-05-27,51.0,Normal
3375,Bridge,2023-01-15,204.0,Normal
3376,Main St,2023-05-02,351.0,High
3377,Downtown,2023-03-18,389.0,High
3378,Highway 101,2023-05-07,415.333,High
3379,Main St,2023-11-17,443.0,High
3380,Airport Road,2023-08-30,768.0,High
3381,Airport Road,2025-10-31,297.0,Normal
3382,Highway 101,2025-10-15,785.0,High
3383,Downtown,2025-01-27,733.0,High
3384,Downtown,2023-01-13,429.75,High
3385,Main St,2023-05-01,512.0,High
3386,Airport Road,2023-03-05,212.0,Normal
3387,Downtown,2023-06-18,356.75,High
3388,Airport Road,2023-03-23,769.0,High
3389,Main St,2023-11-30,572.5,High
3390,Airport Road,2023-08-19,401.0,High
3391,Bridge,2023-06-22,341.333,High
3392,Highway 101,2023-05-01,474.0,High
3393,Downtown,2023-04-21,254.0,Normal
3394,Highway 101,2025-07-10,647.0,High
3395,Main St,2023-06-29,297.0,Normal
3396,Downtown,2023-03-26,357.0,High
3397,Main St,2023-06-09,241.5,Normal
3398,Highway 101,2023-02-01,462.667,High
3399,Downtown,2023-04-02,234.5,Normal
3400,Airport Road,2023-06-15,459.0,High
3401,Bridge,2023-03-09,505.0,High
3402,Highway 101,2023-06-11,178.667,Normal
3403,Main St,2023-04-21,690.5,High
3404,Highway 101,2023-06-09,166.0,Normal
3405,Main St,2025-10-19,511.0,High
3406,Main St,2025-03-27,280.0,Normal
3407,Downtown,2025-04-04,517.0,High
3408,Main St,2025-09-07,644.0,High
3409,Highway 101,2025-03-12,107.0,Normal
3410,Main St,2023-05-23,353.0,High
3411,Highway 101,2023-09-28,57.0,Normal
3412,Airport Road,2023-11-24,373.0,High
3413,Bridge,2025-10-01,84.0,Normal
3414,Main St,2023-01-27,418.429,High
3415,Bridge,2023-04-11,430.5,High
3416,Highway 101,2023-06-05,415.5,High
3417,Downtown,2023-02-01,66.0,Normal
3418,Airport Road,2023-05-05,461.0,High
3419,Highway 101,2023-04-23,445.0,High
3420,Downtown,2025-03-09,682.0,High
3421,Highway 101,2023-01-09,503.375,High
3422,Airport Road,2023-05-22,430.5,High
3423,Airport Road,2023-03-26,722.0,High
3424,Bridge,2023-12-17,174.0,Normal
3425,Downtown,2025-12-13,180.0,Normal
3426,Bridge,2023-05-22,348.0,High
3427,Highway 101,2023-02-23,469.5,High
3428,Airport Road,2023-04-25,485.667,High
3429,Main St,2023-07-16,74.0,Normal
3430,Bridge,2023-05-11,161.0,Normal
3431,Airport Road,2023-06-02,767.0,High
3432,Highway 101,2023-03-22,573.333,High
3433,Main St,2023-05-12,506.5,High
3434,Bridge,2023-05-25,347.0,High
3435,Bridge,2023-05-13,67.0,Normal
3436,Downtown,2023-02-10,302.0,High
3437,Highway 101,2025-10-18,548.5,High
3438,Downtown,2025-02-26,278.0,Normal
3439,Downtown,2025-02-15,607.0,High
3440,Downtown,2025-06-18,267.303,Normal
3441,Highway 101,2023-01-02,370.833,High
3442,Downtown,2023-06-24,290.5,Normal
3443,Bridge,2023-10-21,715.0,High
3444,Highway 101,2025-09-14,757.0,High
3445,Airport Road,2025-06-04,403.0,High
3446,Bridge,2025-06-05,783.0,High
3447,Bridge,2023-04-05,475.0,High
3448,Bridge,2023-06-27,224.667,Normal
3449,Downtown,2023-04-18,445.0,High
3450,Airport Road,2025-10-20,58.0,Normal
3451,Bridge,2025-04-15,783.0,High
3452,Main St,2025-03-22,296.0,Normal
3453,Highway 101,2025-04-11,115.0,Normal
3454,Highway 101,2023-01-21,372.714,High
3455,Highway 101,2023-01-27,561.375,High
3456,Highway 101,2023-03-25,522.0,High
3457,Main St,2023-03-04,608.0,High
3458,Bridge,2025-04-18,377.0,High
3459,Bridge,2025-12-20,117.0,Normal
3460,Bridge,2025-10-02,783.0,High
3461,Airport Road,2025-12-01,108.0,Normal
3462,Main St,2023-01-02,399.2,High
3463,Airport Road,2023-02-22,358.0,High
3464,Airport Road,2025-02-05,80.0,Normal
3465,Main St,2025-06-10,531.0,High
3466,Bridge,2025-07-21,305.0,High
3467,Downtown,2023-01-02,407.25,High
3468,Downtown,2025-04-30,222.0,Normal
3469,Downtown,2023-06-27,225.0,Normal
3470,Bridge,2023-04-20,342.5,High
3471,Main St,2023-03-07,402.0,High
3472,Main St,2023-08-18,636.0,High
3473,Airport Road,2023-03-13,87.0,Normal
3474,Main St,2025-12-13,87.0,Normal
3475,Bridge,2025-02-27,320.0,High
3476,Airport Road,2025-12-12,641.0,High
3477,Airport Road,2023-04-30,186.5,Normal
3478,Airport Road,2023-03-17,678.0,High
3479,Highway 101,2023-02-18,412.5,High
3480,Bridge,2023-07-26,177.0,Normal
3481,Bridge,2025-05-29,488.0,High
3482,University Blvd,2025-06-17,196.0,Normal
3483,Downtown,2023-04-10,674.0,High
3484,Downtown,2023-05-21,365.5,High
3485,Downtown,2023-12-26,572.0,High
3486,Bridge,2023-11-02,109.0,Normal
